ID,V_Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Label
105414,69513,1.220914129,-0.43407964,-0.346026374,-0.314367012,1.431795618,3.950727274,-1.206355564,1.053729537,0.789235252,-0.18016214,-0.489197686,0.276767758,-0.024422106,-0.258797305,0.394100807,0.492526536,-0.673953165,0.225355073,0.336566856,0.035512068,-0.13665665,-0.377899536,-0.008656935,1.040757389,0.407753791,0.32907917,0.022101048,-0.000772143,0.011030328,-3.474897271,0
55030,46743,-1.723363052,-0.524422016,0.100108908,-1.827344354,1.976809986,3.457130115,-1.021913643,1.569047083,0.668007802,-0.991516544,-0.933426532,0.311087751,-0.137623651,-0.3411772,-0.768002661,0.587717183,-0.512883937,-0.0822127,0.116789049,0.012863994,-0.248945744,-0.667689383,0.4020496,1.0390648,0.281257822,0.820057502,0.017991942,-0.074875748,0.038321258,-0.460146902,0
244987,152562,1.983362869,-0.477335245,-2.257586224,-0.900761933,2.134742793,3.337892827,-0.625452246,0.834214303,0.378766674,0.081795203,0.264422934,0.368234221,-0.0289291,0.545267007,1.267692783,0.351744693,-0.660791366,-0.940012988,-0.120609652,-0.044503073,-0.461369116,-1.465419054,0.588967648,0.633087105,-0.697464579,0.039034903,-0.050346225,-0.034605151,0.038584756,4.327919127,0
85353,60744,-3.696507939,-1.871848094,0.036404463,0.01519499,1.074910779,-2.431844843,-0.578419236,0.485001271,0.435877783,-0.358489443,-1.297974296,-0.827914442,-2.21660029,0.796288909,-0.103582275,0.224352517,0.130199834,-0.361218436,-0.071953021,-0.816435789,-0.201263113,-0.071099806,0.369971539,0.442615115,-0.029069943,0.898008772,-0.068191793,-0.414690315,0.015715741,3.9555275,0
140028,83500,1.153416318,-0.952419925,0.638793935,-0.798666276,-0.992108452,0.425660776,-1.014979595,0.292753292,-0.812211092,0.679901128,1.819369544,0.189515453,0.049243229,-0.034611029,0.786367105,0.941734118,0.455178681,-1.397748932,-0.158494107,0.173836237,0.497007869,1.240057234,-0.119419543,-0.242891074,0.289204312,-0.003510865,0.026682007,0.019603178,0.1000268,4.515666787,0
67992,52789,-2.008981989,-1.167361136,2.494312431,3.064381738,-0.659976582,1.308237092,0.64647414,0.53321766,-0.8780626,-0.011606872,0.813603033,0.225163451,-0.964606209,-0.064236658,-0.810686942,-0.214278355,0.352987694,0.130264065,0.356265836,1.112930837,0.260965825,-0.104303638,0.974324818,0.144378612,0.156517245,0.089752823,-0.071916573,0.125006252,0.516692486,-2.474773177,0
56513,47468,1.247623144,-1.143465419,-1.400930924,-1.535839952,1.40267459,3.414150622,-0.89311526,0.770093974,-0.672882577,0.519793628,-0.369375455,-0.543533177,-0.019021015,-0.248012769,-0.364343957,0.788100246,0.221753259,-1.279200249,1.264254302,0.400224646,0.066522804,-0.1164541,-0.244828252,1.052345409,0.798864338,-0.150014317,-0.033114155,0.018281304,0.156053903,0.767490534,0
223990,143613,-0.542729066,1.203406031,-0.173721908,0.897377222,1.91526333,0.006003929,1.90531433,-0.388555883,-0.998716486,-0.898851439,-1.088687673,-0.787020938,-0.072824462,-1.283405441,0.150342949,-0.60337394,1.048463032,0.536059782,0.949932145,0.3735011,-0.06683695,-0.051813809,-0.526781545,-0.073196053,1.246257407,-0.214635048,-0.117724412,-0.130972677,0.104910092,0.376020151,0
169530,119751,-0.974721134,-0.532124297,1.989604217,-2.346473934,0.577631125,-0.193495937,0.081572946,-0.180119611,1.476244548,-1.036437907,0.92096154,0.371439991,-0.909256246,-0.347073107,0.65060095,-0.686324115,-0.441212916,0.96411489,1.33696183,0.029625391,0.174676771,1.017388222,-0.691199416,0.777836404,0.556005139,0.039775375,-0.295918929,-0.437060994,0.028432147,-2.939846225,0
192667,129805,2.067916121,-0.307164853,-2.787133477,-0.795297942,2.494812112,3.17656238,-0.387919916,0.72001788,0.452896386,0.034207213,0.05863467,0.294680599,-0.142488798,0.676868893,1.157553319,-0.281632978,-0.579795996,-0.174861122,-0.359725735,-0.188920936,0.240858196,0.748256286,0.041479803,0.743681687,0.307142394,-0.082536625,-0.010118127,-0.070660033,0.00181438,-2.942264017,0
264741,161576,-0.258684114,0.8088637,-0.748573619,-0.954606539,1.196168894,-1.865013985,1.736981521,-0.538526023,-0.463774062,-0.509951952,-0.829938572,0.104464218,0.156182166,0.657569929,-0.219123793,-0.67400751,-0.411489346,-0.396294036,-0.161222376,0.114118323,0.302395004,0.963506139,-0.106586941,0.123410245,-0.264726957,0.073300922,0.386389667,0.285704299,0.054748061,1.702231134,0
